Source Name	Characteristics[organism]	Characteristics[cell line]	Material Type	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[cell_line]
J154_EPB02P11_Daudi_haematopoietic_and_lymphoid_tissue_906831	Homo sapiens	Daudi	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB02P11_Daudi_haematopoietic_and_lymphoid_tissue_906831	P-MTAB-44937	J154_EPB02P11_Daudi_haematopoietic_and_lymphoid_tissue_906831:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_B02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_B02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	Daudi
J154_EPB02P12_HCC38_breast_749717	Homo sapiens	HCC38	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB02P12_HCC38_breast_749717	P-MTAB-44937	J154_EPB02P12_HCC38_breast_749717:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_B09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_B09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	HCC38
J154_EPB03P11_CW-2_large_intestine_910554	Homo sapiens	CW-2	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB03P11_CW-2_large_intestine_910554	P-MTAB-44937	J154_EPB03P11_CW-2_large_intestine_910554:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_B03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_B03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	CW-2
J154_EPB03P12_RL95-2_endometrium_930082	Homo sapiens	RL95-2	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB03P12_RL95-2_endometrium_930082	P-MTAB-44937	J154_EPB03P12_RL95-2_endometrium_930082:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_B10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_B10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	RL95-2
J154_EPB04P11_GDM-1_haematopoietic_and_lymphoid_tissue_906870	Homo sapiens	GDM-1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB04P11_GDM-1_haematopoietic_and_lymphoid_tissue_906870	P-MTAB-44937	J154_EPB04P11_GDM-1_haematopoietic_and_lymphoid_tissue_906870:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_B04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_B04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	GDM-1
J154_EPB04P12_NCI-H2087_lung_724834	Homo sapiens	NCI-H2087	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB04P12_NCI-H2087_lung_724834	P-MTAB-44937	J154_EPB04P12_NCI-H2087_lung_724834:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_B11	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_B11.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	NCI-H2087
J154_EPB05P11_KYSE-220_Esophagus_1240167	Homo sapiens	KYSE-220	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB05P11_KYSE-220_Esophagus_1240167	P-MTAB-44937	J154_EPB05P11_KYSE-220_Esophagus_1240167:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_B05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_B05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	KYSE-220
J154_EPB06P11_MDA-MB-436_breast_1240172	Homo sapiens	MDA-MB-436	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB06P11_MDA-MB-436_breast_1240172	P-MTAB-44937	J154_EPB06P11_MDA-MB-436_breast_1240172:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_B06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_B06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	MDA-MB-436
J154_EPB07P11_MOLM-16_haematopoietic_and_lymphoid_tissue_1330948	Homo sapiens	MOLM-16	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB07P11_MOLM-16_haematopoietic_and_lymphoid_tissue_1330948	P-MTAB-44937	J154_EPB07P11_MOLM-16_haematopoietic_and_lymphoid_tissue_1330948:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_B07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_B07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	MOLM-16
J154_EPB08P11_GA-10-Clone-4_haematopoietic_and_lymphoid_tissue_906867	Homo sapiens	GA-10-Clone-4	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB08P11_GA-10-Clone-4_haematopoietic_and_lymphoid_tissue_906867	P-MTAB-44937	J154_EPB08P11_GA-10-Clone-4_haematopoietic_and_lymphoid_tissue_906867:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173603120813304_B10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173603120813304_B10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	GA-10-Clone-4
J154_EPB09P11_HO-1-u-1_upper_aerodigestive_tract_753561	Homo sapiens	HO-1-u-1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB09P11_HO-1-u-1_upper_aerodigestive_tract_753561	P-MTAB-44937	J154_EPB09P11_HO-1-u-1_upper_aerodigestive_tract_753561:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173603120813304_B11	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173603120813304_B11.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	HO-1-u-1
J154_EPB10P11_M00921_Skin_1723793	Homo sapiens	M00921	cell	P-MTAB-44941	P-MTAB-44940	J154_EPB10P11_M00921_Skin_1723793	P-MTAB-44937	J154_EPB10P11_M00921_Skin_1723793:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173603120813304_B12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173603120813304_B12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	M00921
J154_EPC01P11_D-423MG_central_nervous_system_946372	Homo sapiens	D-423MG	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC01P11_D-423MG_central_nervous_system_946372	P-MTAB-44937	J154_EPC01P11_D-423MG_central_nervous_system_946372:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	D-423MG
J154_EPC01P12_CAL-62_thyroid_906828	Homo sapiens	CAL-62	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC01P12_CAL-62_thyroid_906828	P-MTAB-44937	J154_EPC01P12_CAL-62_thyroid_906828:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	CAL-62
J154_EPC02P11_8505C_thyroid_924102	Homo sapiens	8505C	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC02P11_8505C_thyroid_924102	P-MTAB-44937	J154_EPC02P11_8505C_thyroid_924102:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	8505C
J154_EPC02P12_SW626_ovary_909753	Homo sapiens	SW626	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC02P12_SW626_ovary_909753	P-MTAB-44937	J154_EPC02P12_SW626_ovary_909753:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	SW626
J154_EPC03P11_JM1_haematopoietic_and_lymphoid_tissue_1327768	Homo sapiens	JM1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC03P11_JM1_haematopoietic_and_lymphoid_tissue_1327768	P-MTAB-44937	J154_EPC03P11_JM1_haematopoietic_and_lymphoid_tissue_1327768:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	JM1
J154_EPC03P12_TASK1_other_1299067	Homo sapiens	TASK1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC03P12_TASK1_other_1299067	P-MTAB-44937	J154_EPC03P12_TASK1_other_1299067:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	TASK1
J154_EPC04P11_CML-T1_haematopoietic_and_lymphoid_tissue_910951	Homo sapiens	CML-T1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC04P11_CML-T1_haematopoietic_and_lymphoid_tissue_910951	P-MTAB-44937	J154_EPC04P11_CML-T1_haematopoietic_and_lymphoid_tissue_910951:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	CML-T1
J154_EPC04P12_DMS-273_lung_687985	Homo sapiens	DMS-273	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC04P12_DMS-273_lung_687985	P-MTAB-44937	J154_EPC04P12_DMS-273_lung_687985:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C11	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C11.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	DMS-273
J154_EPC05P11_M059J_central_nervous_system_949094	Homo sapiens	M059J	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC05P11_M059J_central_nervous_system_949094	P-MTAB-44937	J154_EPC05P11_M059J_central_nervous_system_949094:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	M059J
J154_EPC06P11_CHSA0108_bone_1290768	Homo sapiens	CHSA0108	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC06P11_CHSA0108_bone_1290768	P-MTAB-44937	J154_EPC06P11_CHSA0108_bone_1290768:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	CHSA0108
J154_EPC07P11_CL-34_large_intestine_1290771	Homo sapiens	CL-34	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC07P11_CL-34_large_intestine_1290771	P-MTAB-44937	J154_EPC07P11_CL-34_large_intestine_1290771:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_C07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_C07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	CL-34
J154_EPC08P11_SNU-C1_large_intestine_910905	Homo sapiens	SNU-C1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC08P11_SNU-C1_large_intestine_910905	P-MTAB-44937	J154_EPC08P11_SNU-C1_large_intestine_910905:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173603120813304_C10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173603120813304_C10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	SNU-C1
J154_EPC09P11_NB1_autonomic_ganglia_949179	Homo sapiens	NB1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC09P11_NB1_autonomic_ganglia_949179	P-MTAB-44937	J154_EPC09P11_NB1_autonomic_ganglia_949179:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173603120813304_C11	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173603120813304_C11.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	NB1
J154_EPC10P11_SCC90_upper_aerodigestive_tract_1299052	Homo sapiens	SCC90	cell	P-MTAB-44941	P-MTAB-44940	J154_EPC10P11_SCC90_upper_aerodigestive_tract_1299052	P-MTAB-44937	J154_EPC10P11_SCC90_upper_aerodigestive_tract_1299052:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173603120813304_C12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173603120813304_C12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	SCC90
J154_EPD01P11_HCC1599_breast_749713	Homo sapiens	HCC1599	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD01P11_HCC1599_breast_749713	P-MTAB-44937	J154_EPD01P11_HCC1599_breast_749713:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	HCC1599
J154_EPD01P12_TE-4_Esophagus_1503371	Homo sapiens	TE-4	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD01P12_TE-4_Esophagus_1503371	P-MTAB-44937	J154_EPD01P12_TE-4_Esophagus_1503371:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	TE-4
J154_EPD02P11_Hey_ovary_1479988	Homo sapiens	Hey	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD02P11_Hey_ovary_1479988	P-MTAB-44937	J154_EPD02P11_Hey_ovary_1479988:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	Hey
J154_EPD02P12_TGBC1TKB_biliary_tract_909769	Homo sapiens	TGBC1TKB	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD02P12_TGBC1TKB_biliary_tract_909769	P-MTAB-44937	J154_EPD02P12_TGBC1TKB_biliary_tract_909769:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	TGBC1TKB
J154_EPD03P11_MSTO-211H_pleura_908152	Homo sapiens	MSTO-211H	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD03P11_MSTO-211H_pleura_908152	P-MTAB-44937	J154_EPD03P11_MSTO-211H_pleura_908152:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	MSTO-211H
J154_EPD03P12_NOS-1_bone_925345	Homo sapiens	NOS-1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD03P12_NOS-1_bone_925345	P-MTAB-44937	J154_EPD03P12_NOS-1_bone_925345:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	NOS-1
J154_EPD04P11_RCH-ACV_haematopoietic_and_lymphoid_tissue_1330994	Homo sapiens	RCH-ACV	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD04P11_RCH-ACV_haematopoietic_and_lymphoid_tissue_1330994	P-MTAB-44937	J154_EPD04P11_RCH-ACV_haematopoietic_and_lymphoid_tissue_1330994:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	RCH-ACV
J154_EPD04P12_SJSA-1_bone_909717	Homo sapiens	SJSA-1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD04P12_SJSA-1_bone_909717	P-MTAB-44937	J154_EPD04P12_SJSA-1_bone_909717:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D11	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D11.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	SJSA-1
J154_EPD05P11_SU-DHL-16_haematopoietic_and_lymphoid_tissue_1331034	Homo sapiens	SU-DHL-16	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD05P11_SU-DHL-16_haematopoietic_and_lymphoid_tissue_1331034	P-MTAB-44937	J154_EPD05P11_SU-DHL-16_haematopoietic_and_lymphoid_tissue_1331034:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	SU-DHL-16
J154_EPD06P11_GRANTA-519_haematopoietic_and_lymphoid_tissue_1303897	Homo sapiens	GRANTA-519	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD06P11_GRANTA-519_haematopoietic_and_lymphoid_tissue_1303897	P-MTAB-44937	J154_EPD06P11_GRANTA-519_haematopoietic_and_lymphoid_tissue_1303897:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	GRANTA-519
J154_EPD07P11_K2_skin_1298160	Homo sapiens	K2	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD07P11_K2_skin_1298160	P-MTAB-44937	J154_EPD07P11_K2_skin_1298160:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_D07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_D07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	K2
J154_EPD08P11_KG-1_haematopoietic_and_lymphoid_tissue_907278	Homo sapiens	KG-1	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD08P11_KG-1_haematopoietic_and_lymphoid_tissue_907278	P-MTAB-44937	J154_EPD08P11_KG-1_haematopoietic_and_lymphoid_tissue_907278:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173603120813304_D10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173603120813304_D10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	KG-1
J154_EPD09P11_K-562_haematopoietic_and_lymphoid_tissue_905940	Homo sapiens	K-562	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD09P11_K-562_haematopoietic_and_lymphoid_tissue_905940	P-MTAB-44937	J154_EPD09P11_K-562_haematopoietic_and_lymphoid_tissue_905940:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173603120813304_D11	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173603120813304_D11.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	K-562
J154_EPD10P11_NCI-H292_lung_753604	Homo sapiens	NCI-H292	cell	P-MTAB-44941	P-MTAB-44940	J154_EPD10P11_NCI-H292_lung_753604	P-MTAB-44937	J154_EPD10P11_NCI-H292_lung_753604:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173603120813304_D12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173603120813304_D12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.23.zip	NCI-H292
J154_EPE01P11_MN-60_haematopoietic_and_lymphoid_tissue_908143	Homo sapiens	MN-60	cell	P-MTAB-44941	P-MTAB-44940	J154_EPE01P11_MN-60_haematopoietic_and_lymphoid_tissue_908143	P-MTAB-44937	J154_EPE01P11_MN-60_haematopoietic_and_lymphoid_tissue_908143:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_E01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_E01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.24.zip	MN-60
J154_EPE01P12_DOV13_ovary_1479987	Homo sapiens	DOV13	cell	P-MTAB-44941	P-MTAB-44940	J154_EPE01P12_DOV13_ovary_1479987	P-MTAB-44937	J154_EPE01P12_DOV13_ovary_1479987:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_E08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_E08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.24.zip	DOV13
J154_EPE02P11_KM12_large_intestine_905989	Homo sapiens	KM12	cell	P-MTAB-44941	P-MTAB-44940	J154_EPE02P11_KM12_large_intestine_905989	P-MTAB-44937	J154_EPE02P11_KM12_large_intestine_905989:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_E02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_E02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.24.zip	KM12
J154_EPE02P12_NCI-H720_lung_687600	Homo sapiens	NCI-H720	cell	P-MTAB-44941	P-MTAB-44940	J154_EPE02P12_NCI-H720_lung_687600	P-MTAB-44937	J154_EPE02P12_NCI-H720_lung_687600:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_E09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_E09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.24.zip	NCI-H720
J154_EPE03P11_NCC010_Kidney_1509073	Homo sapiens	NCC010	cell	P-MTAB-44941	P-MTAB-44940	J154_EPE03P11_NCC010_Kidney_1509073	P-MTAB-44937	J154_EPE03P11_NCC010_Kidney_1509073:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_E03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_E03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.24.zip	NCC010
J154_EPE03P12_VMRC-RCZ_kidney_909781	Homo sapiens	VMRC-RCZ	cell	P-MTAB-44941	P-MTAB-44940	J154_EPE03P12_VMRC-RCZ_kidney_909781	P-MTAB-44937	J154_EPE03P12_VMRC-RCZ_kidney_909781:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994175999120813240_E10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994175999120813240_E10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.24.zip	VMRC-RCZ
